gene	cos.part	sin.part	amp	phase	pval	intercept	model	weight
Ccpg1	0.101438119360141	-0.110205700152017	0.149783137920523	20.8418543285053	1.02154057835463e-09	6.50492662074191	sleep	0.874523452773373
Slc37a1	0.00778159229991248	0.242752112056054	0.242876802281315	5.87759810551439	1.05067169138756e-09	1.79611412893693	mix	0.513037960737571
B3galt6	-0.0748869503701413	0.219768422531695	0.232177119625965	7.25444962835408	1.0618799378963e-09	2.92025434475186	sleep	0.908713956514598
Cys1	0.146067057578424	-0.507114363454037	0.527731525428424	19.07121940518	1.09479360118774e-09	4.23550602949533	sleep	0.929179140469995
Lsm11	0.24130915582941	-0.0586839024917444	0.248342322407525	23.0887726029961	1.14119360564806e-09	3.55038562420287	sleep	0.697485465678834
Gns	-0.055836764341765	0.0813804165441665	0.0986940547807205	8.29698755358924	1.29218988085745e-09	5.73304250550983	sleep	0.709238498716261
Zfand1	-0.12466433975287	0.237009446891859	0.267795958748455	7.84959148629032	1.30568312611213e-09	5.13627136557535	sleep	0.820182232988982
Cpped1	-0.0858426887776671	0.112971827215446	0.14188587301411	8.48198147427331	1.31917926013995e-09	4.94107757652031	sleep	0.853464401666584
Nxf7	0.29799157451553	0.190526733319834	0.353693956114282	2.17290727841628	1.32925951894736e-09	2.79598508221393	ampfree.step	0.920719541995533
Slc20a2	0.0696883113378724	0.136887608787547	0.153605592921276	4.20131630919929	1.41053687452112e-09	4.64516460281943	ampfree.step	0.722332751023929
Calr	0.223957810312668	-0.250775530425126	0.336222348245991	20.7844529079276	1.42965206138843e-09	8.40539186668779	sleep	0.514566967167664
Mfhas1	0.0774981860641638	-0.177071700089766	0.193288271283893	19.5758226348029	1.45038797713935e-09	4.29472651577557	sleep	0.933935025954567
Otub2	0.273380139343503	-0.303045711009013	0.408134050954379	20.803592684602	1.54335345889038e-09	4.44938890151144	sleep	0.904181417181909
Nptx2	0.551342565698265	-0.0477437467859296	0.553405899957621	23.6700529103262	1.56536608642586e-09	4.8807632930578	mixedaf	0.794306542977129
9330133O14Rik	-0.163715452238691	0.317083164658229	0.356853587079346	7.82053861833278	1.58917359029728e-09	2.97845023734966	sleep	0.928649210514365
Rab11fip4	-0.0772464405175318	-0.0692575230557346	0.103747853338969	14.7919153618863	1.80067241167914e-09	6.95137240085871	ampfree.step	0.999747867230303
Socs7	0.103663634933378	-0.130597092894554	0.166738567464488	20.5627585896801	1.86250446849262e-09	5.42446600793104	sleep	0.964467179316792
Tsc22d3	-0.290060511409378	-0.128380565883286	0.317201308281637	13.5916097017361	1.87125446760871e-09	6.27496351830103	mix	0.871511419092409
Tubd1	0.225026199011487	-0.357093302486125	0.422081054919555	20.1478348287512	1.88990559996493e-09	2.45162254322296	sleep	0.660170367535476
Smad9	-0.178480546596851	0.200928193558892	0.268751640888666	8.77427020506551	1.90024597991264e-09	2.85127393876034	sleep	0.732419011741541
Tnxb	-0.359761815765273	0.0842555154416525	0.369496354467896	11.1212666847462	1.98836206064303e-09	0.778776679792016	ampfree.step	0.909575910471266
Gm960	-0.269387684664912	0.241570718680267	0.361837168865807	9.2077433273344	2.18469115243853e-09	1.6497554075288	sleep	0.846334398321216
Zfp180	0.185125338903734	-0.162200817598055	0.246131055199663	21.2517472271191	2.18677236446292e-09	4.98668833996789	sleep	0.831098418880575
Dok3	0.336795874598459	-0.54852815290902	0.643672739581475	20.1033262532348	2.27537472655182e-09	2.98232437898043	sleep	0.925408896014249
P4ha1	0.307276271735578	-0.374402169634841	0.484350794155427	20.6250752990762	2.28104038663931e-09	4.85653109028167	sleep	0.922413327129209
Cln6	-0.153222931250728	0.201204017431743	0.25290378267582	8.48602443518712	2.33870082790974e-09	3.57457477066942	sleep	0.959399868963551
H2-T23	0.262173413736346	-0.0389047836206618	0.265044300181573	23.4372857179572	2.3928522532029e-09	4.28140095325259	sleep	0.61249106812537
Car12	0.379053236702623	0.158883913852534	0.411005418864319	1.51609843813568	2.74244965107178e-09	1.9729601628794	sleep	0.511180494195299
Baz1b	-0.0370811227502695	-0.0727138908752746	0.081623033456506	16.1986846917171	2.87974875217054e-09	6.02520919043542	circadian	0.85127876196821
Slc37a4	-0.128976564403384	0.00936235690385058	0.129315922809588	11.7232136325054	3.1924681588327e-09	4.07006790453913	mixedaf	0.579589693990558
Ndrg3	-0.0960029983634695	0.0201731687370175	0.0980996046458318	11.2088702447178	3.45964819064841e-09	8.86534097269136	sleep	0.935250694082899
Sbk1	0.236393469161421	-0.350459792904408	0.422733886392814	20.2667067736371	3.52386388713958e-09	4.99622306097737	sleep	0.979396606631535
Spred3	0.219933705962722	-0.278036484123188	0.354506870909551	20.5563243210491	3.78116741608829e-09	5.25585927320352	sleep	0.954933893933975
Fkrp	-0.102211156690507	0.184902986066677	0.21127289179728	7.92887031377208	3.83679860899018e-09	5.0125436946675	sleep	0.798358706610054
Ints10	0.100254036629603	-0.0843247704135027	0.131002056341951	21.3288293649676	3.85352583646333e-09	6.1668468663892	sleep	0.903162430265302
Nrep	-0.139039909740272	0.325017286694485	0.353508604069021	7.54405791117493	3.91920714633776e-09	6.73387351191814	sleep	0.878894221762075
BC068281	0.0808889511477309	-0.20804377758071	0.223215671062388	19.4164298399331	4.0078871671563e-09	3.05860163801974	sleep	0.954923699942814
Fmnl1	0.357748822907577	-0.283919307388388	0.456721352029505	21.4375678020104	4.17825440032059e-09	7.1094431331297	sleep	0.954968467145866
Xbp1	0.192931682350872	-0.229857935031747	0.300095492055107	20.6672319392951	4.33383020103538e-09	6.13379993039364	sleep	0.960682518747514
Srrm3	0.12491682155572	-0.169159193076274	0.210283249237307	20.4296186898663	4.39550480941401e-09	5.929936643231	sleep	0.947849406810874
Wwc1	0.174357320765662	-0.170837211332129	0.244102085366591	21.0389501000362	4.49532821699848e-09	5.63014242877076	sleep	0.856828213088589
Rps6ka4	-0.189266479082001	0.154297618385524	0.244191636104807	9.38744677635171	4.51608788349069e-09	4.39708724914459	mix	0.733683953701968
Txndc5	-0.0454189490105455	0.0879457132034834	0.0989814598805852	7.82091839378691	4.87191911429418e-09	5.08086259297179	sleep	0.561221765551575
Mansc1	-0.115692540797498	0.169182922673113	0.20495761835169	8.29103559010046	4.88643622654992e-09	3.64281728579535	sleep	0.956445744947198
Nova1	-0.146909300155189	0.155802242919231	0.214141731969157	8.88781804689624	4.9194798392137e-09	4.94529619922521	sleep	0.674155756822985
1700123O20Rik	0.119249811037349	-0.190689024277492	0.224906250274076	20.1346884173119	5.06394718881795e-09	3.53434659453706	sleep	0.898646178390948
Manf	0.155363102563163	-0.295754032925039	0.334078047212739	19.8475652455372	5.07588973787317e-09	6.01786537820477	sleep	0.976768580679586
Ikbkb	0.0416760354026173	-0.120400674909809	0.127409632467948	19.2728676997759	5.17813462878964e-09	5.2415153642475	sleep	0.97406599819271
Fbxl4	-0.132752231164902	0.284485824434017	0.313935246799658	7.66770667472727	5.20371420271675e-09	3.8008105977983	sleep	0.975953019988669
Gm10654	-0.231611522907605	0.211699699125453	0.313784416683473	9.1714517357688	5.30417947135527e-09	1.80778344113369	sleep	0.933172236371698
Klhl40	-0.399391093880067	0.297494120427216	0.49801204559677	9.55458062629673	5.3431233855475e-09	2.5467679280629	mix	0.719437423594354
Tacc3	-0.23507391490425	0.3332259532439	0.40779808898978	8.34673450267168	5.39496017080909e-09	2.83079829580055	sleep	0.969051467469341
Lman2l	0.18234865070301	-0.12601678779595	0.221655726791838	21.6901718222527	5.57900500483914e-09	4.82157346024278	sleep	0.953333015452429
Foxo3	-0.0974677566797491	0.0861515161094621	0.130084769747045	9.23510742856889	5.72343560887052e-09	5.32238128446491	sleep	0.523560609965342
Strip2	-0.224272041374726	0.237174820102049	0.326419735666865	8.8932224921332	5.82528876598674e-09	3.85009971789083	sleep	0.819064523240483
Fam101b	0.0488035867966938	0.252965092223884	0.257629827403701	5.27202029260799	5.8988361370643e-09	3.24953073499493	mix	0.910213060431013
Creg2	-0.160593831644408	0.114451341963526	0.197204179569006	9.63489642355309	5.90499634500217e-09	6.06265907751266	sleep	0.788639800444474
Eif4b	-0.0650053584831408	0.066415486764373	0.0929339201458232	8.95901649720418	6.04875008313033e-09	6.58673813368739	sleep	0.973784555983019
Mlec	0.0778143500338701	-0.200879674402474	0.215424503386308	19.4116514425007	6.19518394543795e-09	5.44812249674307	sleep	0.972707490747986
Hivep1	0.253680623117464	-0.214904878771566	0.332472503321834	21.3153655844057	6.21868863866081e-09	4.9905974524701	sleep	0.940584795991425
Bace2	-0.286254412987875	0.513545270834286	0.587937355635184	7.94237731457657	6.2461550981437e-09	1.16618325592215	sleep	0.96575185061361
Arl4a	-0.171949226305322	0.122505619521412	0.211125941658821	9.63546274149487	6.35217496261798e-09	5.12043138131551	sleep	0.495362535549977
Txnrd3	-0.202421281246973	0.332370046678084	0.389158352127328	8.08949406869651	6.46448374757536e-09	1.67218292217376	mix	0.48793493427027
Arsb	-0.0702020632810158	0.0799817952378208	0.106420943701775	8.75161673555529	6.95357022624364e-09	5.97316964794247	sleep	0.957411967186511
Trio	0.0636232091299747	-0.140090284545117	0.153860978041634	19.6283721948036	7.00218180560661e-09	5.43382438112182	sleep	0.843383123587788
Prr5	-0.378659907604848	-0.115664172735668	0.395931214331402	13.1323758817171	7.28866099206973e-09	2.53934348113576	mixedaf	0.518342524635931
Pdia6	0.189360792593046	-0.292752701150409	0.348656928516167	20.193062683804	7.42433592278594e-09	6.27022128021372	sleep	0.962220665373673
Tcta	-0.115875835899332	0.177662217667021	0.212110992010629	8.20756114891183	7.52153286822877e-09	4.59732785488709	sleep	0.960828518973812
Slitrk1	-0.0476859193750733	0.131230854486422	0.139626229899265	7.33132291073162	7.64613178185457e-09	5.7899017518114	sleep	0.835127244090684
Gfod1	0.245364474623799	-0.214436132062278	0.325862824116596	21.2565457161173	7.73599831410993e-09	5.66259203761174	sleep	0.963261686833773
Zbtb25	-0.13946637913863	0.18169757985356	0.229052136935416	8.500594329484	7.7813006784156e-09	3.82566615104335	sleep	0.945535105957855
Ankrd28	-0.0710734839671439	0.15230503406517	0.16807219735822	7.66774761951929	7.83529249422698e-09	4.6764309923162	sleep	0.939148491746714
Cyp4x1	-0.0521923296663867	0.209435529533667	0.215840868018669	6.93289009819561	7.84335012217191e-09	3.99177181580354	sleep	0.900771283027585
Bcl2l2	0.0323237268214436	-0.0800056877468422	0.0862886631457025	19.4666391985965	7.86646040385332e-09	6.21199757081254	mix	0.975986503373258
Specc1	0.0770199280822134	-0.193675488014975	0.208428078673743	19.4457657483356	8.19140016287636e-09	5.40871103214922	mix	0.567836935884034
Hsph1	0.221348597354384	-0.185212698718339	0.288615566657939	21.3386136477931	8.65262961045314e-09	7.74268105129488	sleep	0.785256402361486
Dock3	-0.083522165070341	0.0941493664382888	0.125857281310095	8.77180017057495	8.78217563313661e-09	7.19272757573907	sleep	0.99780370585972
Ctsf	-0.116127843813647	-0.015652816655722	0.117178013202411	12.5117735890734	9.14401241045167e-09	5.44753855330148	mixedaf	0.997942902824217
Rassf3	-0.137514930268608	0.225060725218505	0.26374739066512	8.09503028686683	9.23070181920126e-09	5.48774761909216	sleep	0.963129266073902
Stk32c	-0.093793154928236	-0.118560884696899	0.151174863292491	15.4435057435247	9.57175997128062e-09	6.74728934163008	ampfree.step	0.990017550821437
Synj2	0.300273503429584	-0.292965211402159	0.419514948427095	21.0470539202239	9.81871389142937e-09	6.1732773592339	sleep	0.971527660488084
Cdc42se2	-0.10076139918751	0.126142846206664	0.161446205329647	8.57449615153623	1.01114333044213e-08	6.44955407127559	mix	0.616994007931748
Pdia4	0.145973613480129	-0.375751074556862	0.403109372085396	19.4153597309346	1.10589530804312e-08	4.91345615779996	sleep	0.979214850760505
Nmt2	0.103237120816789	-0.0742704377314106	0.127177046023863	21.6178770160061	1.12345818172007e-08	6.24828860900684	sleep	0.971989689080749
Erlin2	-0.0620285612294134	0.0821967474722533	0.102974985813102	8.46929935760555	1.17834346303484e-08	4.6170634607634	sleep	0.975076128821822
Traf3	0.106788182858541	-0.250340654617809	0.272165683642707	19.5401141800848	1.18039443619424e-08	4.27313757080686	sleep	0.973447796298474
Bcl2	0.174663081365141	-0.239282863697582	0.296249018312773	20.4084899668372	1.18321036465265e-08	2.93778354222369	sleep	0.776303120056603
Tmem109	0.178032385051236	-0.0880935393548741	0.198635348825682	22.2448659534958	1.24598123788798e-08	5.04714914479086	ampfree.step	0.686217963438474
Matn2	0.139839029357887	-0.26104620995157	0.296141989359555	19.8784913299389	1.2663472720722e-08	3.56974036129701	circadian	0.735955207094475
Sdc4	-0.208237296681496	-0.0983606133273184	0.230298897051948	13.6855764393587	1.29155765554072e-08	5.22554511297024	circadian	0.789598202135949
Tcap	-0.355814181430017	-0.252551111430666	0.436332207832035	14.3577674687869	1.29277718248788e-08	2.88036138842125	ampfree.step	0.898077608853113
Inca1	-0.236789732403394	0.17896845882322	0.296814902970234	9.52783892525967	1.32678700814633e-08	2.00243738711521	sleep	0.976564519314842
Slc36a1	0.120900244867877	-0.221483043332403	0.252332335805175	19.9085774500057	1.37312847760766e-08	5.13489933607045	sleep	0.951742213254665
Sox2	0.258559245927414	-0.120752540325726	0.285366535616335	22.3310965342488	1.38680109365275e-08	4.70689224882455	circadian	0.875059781161075
Zdhhc5	0.108333625065305	-0.14878171184212	0.184043940673041	20.4039858326281	1.43732738649271e-08	4.92062313781646	sleep	0.955964029776569
Ahsa1	0.126185400402965	-0.118009292961841	0.172768482369355	21.1278437593556	1.5368294475231e-08	7.05496843792499	sleep	0.63297089801697
Abcc5	0.106829773324135	-0.160565584036396	0.192857219842647	20.2424787143659	1.56212749080555e-08	7.35766800092936	sleep	0.934841636305704
Arfgap3	-0.0188541808712558	0.163213091662942	0.164298488813811	6.43930212462061	1.56234273132658e-08	3.83007364499069	mixedaf	0.531552014821266
Sun1	-0.142559799131559	0.17128029408542	0.222845766103864	8.65141644812392	1.57630798159032e-08	6.69335624598067	sleep	0.776198329650659
Ppm1l	-0.132389864888928	0.136967825300757	0.190492155987923	8.93508692007083	1.57967643154901e-08	5.95096468111775	sleep	0.903497096866779
Homer1	0.465994303029054	-0.398413186607225	0.613093596213545	21.2980270504918	1.60574020387444e-08	7.19357078095323	sleep	0.967812452170343
Trub1	-0.0917566270238726	0.163520723509078	0.187505481572487	7.95321033968529	1.606102335139e-08	4.15864527201013	sleep	0.796911163186534
Tk2	-0.041327825465416	0.149169887448551	0.15478903216673	7.03236680451575	1.60819178295992e-08	4.69093399749066	mixedaf	0.66651063396621
Tra2a	0.156354323613059	-0.242996095010555	0.288952897031464	20.1839335097654	1.63392276915532e-08	6.47768108520372	sleep	0.966174365246655
Mapk11	0.211031316140617	-0.241846677368145	0.320973568609711	20.7404933375726	1.66476005664877e-08	5.70508864800673	sleep	0.763616071480892
Hexim1	0.140714500662265	-0.194206864033812	0.239826764007853	20.3950386106902	1.66594526755261e-08	4.80911906590233	sleep	0.878458247098082
Mtx3	-0.101322323620141	0.155549150109562	0.185638765788807	8.2053068138768	1.67068313365352e-08	4.58411412777455	sleep	0.960579902462063
Nppc	-0.299166101268193	0.116404711341644	0.321014661613052	10.5826083085554	1.69522332535546e-08	2.63343475284872	sleep	0.698417013352805
Stip1	0.15354011623426	-0.15021383724132	0.214799357987848	21.0418264252534	1.70446205756105e-08	7.0274608813664	sleep	0.549164053607206
Evpl	-0.11828237017189	0.219146860829947	0.249030250582334	7.89050134447741	1.72592973501909e-08	1.49215022171696	sleep	0.955090970311717
Oscp1	-0.140118943221507	0.227140540445297	0.266882264984569	8.1113129802935	1.74615257418624e-08	5.58628654302781	sleep	0.948822363215653
Tmem28	0.122079601324142	-0.256134069268407	0.283739476455876	19.6989054344462	1.75572807543123e-08	3.02009702019768	sleep	0.929114501733251
Elac1	-0.114260849193915	0.0717713925935214	0.134932110534624	9.85770511783474	1.79119438988684e-08	3.94315915943141	sleep	0.96026765038764
Fam35a	-0.130494962146907	0.227066823340184	0.261893637585042	7.992394509984	1.80186965013868e-08	1.92818141613982	mix	0.633576679953792
Parn	-0.146040843338174	0.213993535544997	0.259077519630656	8.28745043338646	1.80303342968369e-08	4.08705225593793	sleep	0.81808899570781
Asph	-0.110320670049624	0.157133465626797	0.191993688073556	8.33813498128461	1.80697060798807e-08	6.41949264432571	sleep	0.968342518935452
Lonrf1	0.0425047202803784	-0.177377644023507	0.182399232030848	18.8983733212448	1.82523694425595e-08	4.28651780909219	sleep	0.927222247528381
Stk4	0.085636099609827	-0.17628143364331	0.195981339427316	19.7273405231903	1.82967437031498e-08	4.4011095849842	sleep	0.977013896633844
Dmkn	0.475400360981126	0.0137402634888012	0.475598883579142	0.110368728912001	1.87236627283596e-08	1.2191932477331	sleep	0.972999918570897
Tmem209	-0.126800380143557	0.0915487020190172	0.1563953363944	9.6114042609925	1.96381748898696e-08	4.5166919470718	sleep	0.960798938591462
Pamr1	-0.0894127110168679	0.312241244015987	0.324791051841083	7.0652984846752	1.99464027533488e-08	5.49689926078502	sleep	0.676245782932502
Alkbh3	-0.0800175441439464	0.273547761306781	0.285010850822876	7.08700858442881	2.07434011848641e-08	4.60234195130988	sleep	0.91176077182061
Hspa5	0.236201297435348	-0.425193591918279	0.486395562807177	19.936854400179	2.09829731935814e-08	7.25858300466486	sleep	0.976693454422643
Acr	-0.360735317829129	0.412295434856268	0.547829804896194	8.74560667155466	2.10773858292758e-08	1.5812669674241	sleep	0.974902740408429
Pcsk2	-0.0783969391354607	0.130349340877369	0.152108614920305	8.06828434548989	2.12690954208846e-08	7.72880507032852	sleep	0.917223915810862
Hmgcs2	0.398354092903573	0.326327938367863	0.514952334388774	2.62160084979977	2.13214132703927e-08	1.74365878145826	ampfree.step	0.985210136570338
Heatr1	0.116721769668118	-0.117937867301903	0.165931648753872	20.9802049075493	2.14386853126098e-08	3.33807312449224	sleep	0.969222132211726
